TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating
2742,537,2020,5,Solo,160,1.6
2743,787,2021,1,Solo,273,2.2
2744,720,2018,2,Couples,278,1.5
2745,260,2021,3,Solo,137,3.7
2746,846,2018,7,Family,55,4.9
2747,119,2022,9,Friends,305,3.5
2748,36,2020,10,Friends,461,2.5
2749,465,2019,1,Solo,396,4.0
2750,214,2023,7,Business,314,1.3
2751,542,2021,2,Family,352,3.8
2752,891,2023,11,Family,161,3.6
2753,992,2021,11,Friends,361,4.7
2754,804,2019,6,Family,314,3.8
2755,68,2020,9,Solo,358,4.4
2756,386,2020,9,Solo,82,1.2
2757,748,2021,4,Couples,3,2.2
2758,808,2022,11,Family,9,3.6
2759,208,2022,9,Solo,290,3.4
2760,639,2022,12,Couples,321,5.0
2761,498,2023,9,Friends,160,1.1
2762,743,2022,2,Solo,232,2.5
2763,136,2019,4,Business,459,3.0
2764,236,2023,3,Friends,77,2.5
2765,287,2021,11,Business,84,2.5
2766,726,2018,3,Couples,330,1.4
2767,994,2021,10,Solo,472,2.3
2768,272,2020,9,Solo,123,1.2
2769,909,2018,1,Business,89,3.7
2770,645,2020,12,Business,249,4.9
2771,723,2018,11,Family,346,2.3
2772,896,2023,8,Friends,199,2.0
2773,676,2023,1,Business,258,2.8
2774,331,2021,10,Business,499,3.9
2775,843,2021,1,Family,47,1.7
2776,767,2023,2,Friends,17,2.9
2777,441,2018,3,Friends,429,1.9
2778,671,2023,7,Family,347,2.7
2779,379,2019,7,Friends,211,4.3
2780,518,2018,11,Friends,314,5.0
2781,607,2022,10,Family,451,2.8
2782,436,2019,9,Couples,411,1.0
2783,524,2020,2,Family,109,4.7
2784,44,2018,9,Solo,494,1.3
2785,68,2022,8,Solo,2,3.4
2786,90,2020,3,Friends,281,2.2
2787,333,2021,1,Solo,66,2.1
2788,237,2018,3,Friends,5,3.6
2789,323,2019,4,Business,326,2.7
2790,689,2020,7,Business,27,2.3
2791,463,2022,8,Business,33,1.9
2792,87,2023,9,Couples,404,2.4
2793,427,2020,3,Couples,2,4.3
2794,269,2023,1,Business,257,2.8
2795,103,2022,7,Friends,200,4.2
2796,1,2018,5,Solo,168,4.4
2797,659,2021,8,Business,395,2.3
2798,916,2018,6,Solo,66,1.2
2799,769,2023,6,Friends,347,4.2
2800,710,2023,9,Friends,231,3.9
2801,178,2020,9,Family,139,2.7
2802,646,2021,10,Couples,386,3.6
2803,641,2023,3,Solo,423,1.8
2804,235,2018,4,Friends,359,1.6
2805,725,2022,5,Family,312,1.9
2806,466,2020,3,Couples,294,1.9
2807,838,2022,7,Friends,149,2.4
2808,313,2018,12,Solo,139,3.0
2809,967,2021,7,Business,424,2.9
2810,296,2019,1,Solo,443,3.4
2811,342,2019,9,Solo,70,3.2
2812,974,2021,5,Family,470,2.5
2813,941,2021,9,Family,51,3.3
2814,214,2020,9,Solo,262,3.8
2815,838,2023,9,Business,366,1.8
2816,336,2023,6,Friends,384,3.3
2817,925,2018,10,Couples,472,1.5
2818,531,2019,11,Friends,336,1.3
2819,562,2020,3,Solo,147,1.0
2820,697,2020,5,Business,9,3.4
2821,162,2023,7,Friends,156,2.2
2822,736,2021,4,Family,104,3.5
2823,293,2018,3,Couples,115,1.8
2824,375,2021,5,Solo,88,4.5
2825,506,2018,12,Solo,173,4.3
2826,386,2022,1,Couples,443,4.8
2827,398,2021,12,Solo,122,1.6
2828,222,2018,2,Friends,376,3.4
2829,452,2022,12,Solo,76,3.0
2830,56,2023,12,Friends,272,3.3
2831,33,2023,7,Solo,262,1.9
2832,937,2018,11,Friends,176,3.9
2833,391,2018,4,Friends,46,2.7
2834,76,2023,9,Couples,278,3.5
2835,980,2021,2,Friends,28,1.5
2836,583,2021,3,Solo,175,4.5
2837,457,2020,12,Family,253,2.1
2838,164,2019,4,Solo,445,1.4
2839,480,2020,7,Business,178,3.6
2840,436,2022,7,Business,184,5.0
2841,157,2018,3,Solo,407,2.8
2842,996,2023,3,Couples,187,2.1
2843,238,2018,5,Friends,95,2.9
2844,4,2020,6,Business,123,2.3
2845,845,2020,6,Family,368,1.9
2846,303,2020,7,Business,199,4.2
2847,900,2019,9,Friends,374,1.4
2848,382,2023,10,Business,48,1.9
2849,235,2019,6,Family,418,3.6
2850,509,2022,8,Solo,27,4.8
2851,131,2018,9,Family,215,4.2
2852,726,2018,1,Couples,69,3.7
2853,757,2020,1,Business,144,4.3
2854,779,2020,3,Couples,429,3.1
2855,907,2019,5,Business,378,4.2
2856,342,2022,11,Solo,318,1.3
2857,856,2018,11,Solo,214,4.1
2858,182,2019,6,Friends,195,3.1
2859,165,2021,11,Couples,342,2.2
2860,156,2022,3,Business,415,3.0
2861,660,2022,12,Couples,449,2.5
2862,383,2022,2,Couples,444,2.5
2863,571,2020,11,Friends,105,1.5
2864,496,2021,6,Business,426,4.6
2865,581,2018,4,Family,326,2.8
2866,931,2020,12,Couples,124,3.3
2867,439,2020,6,Friends,176,5.0
2868,858,2022,2,Couples,481,4.3
2869,804,2019,12,Business,496,2.0
2870,211,2021,12,Business,25,2.5
2871,700,2018,10,Family,408,1.8
2872,574,2018,6,Couples,232,1.4
2873,817,2023,4,Family,202,3.7
2874,14,2018,10,Solo,293,4.7
2875,396,2023,4,Friends,378,3.8
2876,235,2018,8,Couples,299,3.1
2877,334,2022,10,Friends,125,4.0
2878,705,2019,6,Solo,484,4.9
2879,496,2019,5,Solo,60,2.0
2880,878,2022,4,Friends,88,1.8
2881,577,2022,8,Friends,323,3.0
2882,871,2018,10,Family,75,1.5
2883,21,2023,5,Business,486,2.7
2884,863,2021,2,Friends,500,2.9
2885,565,2023,9,Business,133,2.7
2886,248,2019,2,Business,92,2.5
2887,771,2018,6,Business,394,4.7
2888,985,2021,6,Couples,59,3.2
2889,640,2022,7,Business,284,3.4
2890,406,2019,3,Family,310,3.2
2891,496,2018,2,Business,41,1.9
2892,825,2021,7,Business,102,4.7
2893,338,2018,12,Solo,115,4.5
2894,974,2021,1,Business,473,4.5
2895,101,2021,1,Friends,481,2.2
2896,970,2018,12,Solo,14,1.8
2897,413,2023,5,Business,498,1.3
2898,640,2022,11,Friends,163,4.9
2899,261,2018,3,Family,395,3.3
2900,156,2021,3,Solo,337,2.3
2901,522,2020,8,Friends,473,1.2
2902,929,2020,12,Friends,90,4.6
2903,526,2022,9,Solo,154,1.1
2904,334,2018,12,Friends,232,1.9
2905,618,2022,6,Solo,446,1.5
2906,932,2018,4,Couples,8,3.5
2907,546,2021,6,Solo,384,3.0
2908,98,2022,9,Business,154,4.2
2909,950,2020,11,Couples,213,4.4
2910,7,2021,1,Business,6,1.5
2911,18,2023,9,Business,250,2.0
2912,148,2020,5,Couples,387,1.8
2913,441,2021,10,Family,71,3.9
2914,336,2018,11,Business,308,2.1
2915,453,2019,7,Couples,496,4.1
2916,427,2018,6,Family,425,4.8
2917,268,2019,9,Business,469,1.7
2918,965,2022,7,Solo,271,1.6
2919,824,2020,10,Business,106,2.8
2920,55,2020,11,Solo,288,3.0
2921,284,2023,3,Business,352,4.9
2922,445,2019,11,Couples,136,1.7
2923,316,2020,9,Solo,44,3.6
2924,59,2023,5,Business,7,3.6
2925,506,2020,4,Solo,311,5.0
2926,484,2023,4,Solo,403,1.1
2927,245,2020,7,Friends,295,3.8
2928,167,2021,8,Family,366,2.6
2929,852,2023,6,Family,111,1.2
2930,65,2019,10,Couples,428,1.3
2931,575,2018,8,Friends,436,3.6
2932,484,2023,5,Business,242,4.6
2933,793,2018,5,Solo,113,3.7
2934,450,2019,12,Family,112,3.0
2935,208,2021,8,Solo,468,1.1
2936,382,2018,1,Friends,307,3.7
2937,815,2019,3,Solo,258,1.8
2938,597,2019,9,Friends,448,4.9
2939,514,2022,11,Business,392,4.8
2940,210,2018,1,Business,286,2.3
2941,58,2023,11,Family,104,4.0
2942,58,2018,9,Business,429,1.7
2943,658,2021,11,Family,316,1.3
2944,300,2021,3,Couples,111,1.3
2945,76,2019,2,Business,233,2.5
2946,990,2021,4,Solo,410,3.5
2947,102,2022,7,Friends,28,3.6
2948,101,2019,8,Family,491,2.3
2949,681,2019,11,Couples,261,1.4
2950,105,2019,12,Couples,319,4.2
2951,829,2021,6,Friends,142,4.6
2952,191,2018,10,Solo,231,1.7
2953,998,2021,4,Family,105,1.3
2954,713,2023,11,Couples,325,1.4
2955,548,2022,10,Couples,333,2.0
2956,195,2023,10,Family,60,2.0
2957,768,2023,5,Family,437,1.4
2958,157,2019,9,Business,283,2.4
2959,604,2019,9,Solo,229,2.7
2960,787,2018,3,Couples,492,1.3
2961,503,2023,1,Friends,475,4.2
2962,253,2023,2,Business,256,3.1
2963,692,2023,9,Friends,201,3.8
2964,645,2018,3,Couples,292,2.3
2965,270,2023,6,Couples,373,3.5
2966,258,2019,6,Family,197,4.7
2967,734,2019,9,Solo,167,1.3
2968,207,2022,10,Family,69,4.9
2969,36,2018,1,Family,407,3.7
2970,739,2021,4,Friends,349,3.9
2971,832,2020,8,Friends,194,3.9
2972,978,2022,6,Solo,67,2.6
2973,623,2020,9,Family,489,3.5
2974,494,2018,3,Solo,179,2.0
2975,370,2019,5,Friends,47,2.9
2976,702,2020,4,Solo,120,3.0
2977,6,2022,3,Family,277,4.8
2978,516,2022,5,Solo,105,1.7
2979,604,2020,2,Business,464,1.4
2980,319,2018,7,Solo,285,2.1
2981,452,2018,2,Solo,451,4.2
2982,696,2022,4,Friends,295,2.4
2983,370,2018,5,Business,75,4.2
2984,722,2019,11,Solo,311,4.5
2985,47,2023,12,Family,421,1.3
2986,590,2023,6,Solo,93,3.3
2987,999,2023,10,Couples,2,3.4
2988,335,2021,9,Solo,8,3.7
2989,98,2023,2,Solo,191,4.2
2990,372,2021,1,Friends,82,1.6
2991,982,2018,11,Friends,174,4.5
2992,562,2018,6,Couples,270,3.7
2993,495,2019,9,Family,114,1.7
2994,617,2018,10,Solo,207,3.6
2995,210,2023,12,Couples,80,3.9
2996,551,2020,4,Family,464,1.8
2997,117,2020,7,Solo,95,4.1
2998,329,2019,7,Family,37,1.1
2999,592,2019,2,Business,439,2.0
3000,788,2023,10,Friends,131,3.5
3001,843,2020,2,Business,59,1.9
3002,86,2020,2,Friends,331,4.9
3003,459,2023,5,Friends,267,4.5
3004,29,2019,7,Business,93,4.3
3005,353,2018,11,Family,323,1.9
3006,723,2021,8,Couples,289,4.5
3007,137,2019,6,Business,166,4.4
3008,663,2020,1,Solo,30,2.2
3009,169,2021,4,Family,117,1.3
3010,880,2018,8,Business,230,4.3
3011,68,2023,2,Solo,352,4.5
3012,894,2018,8,Solo,106,3.0
3013,310,2018,6,Solo,491,1.7
3014,408,2020,2,Solo,263,3.1
3015,777,2023,9,Friends,178,3.6
3016,120,2018,9,Friends,183,4.7
3017,351,2021,4,Couples,316,3.2
3018,264,2020,7,Friends,262,1.2
3019,988,2022,4,Couples,210,3.8
3020,478,2019,12,Family,45,2.8
3021,280,2020,9,Couples,125,1.7
3022,124,2021,11,Solo,362,3.3
3023,379,2022,9,Couples,32,3.7
3024,523,2021,6,Friends,466,1.4
3025,231,2023,9,Solo,162,1.7
3026,638,2019,3,Solo,451,4.2
3027,446,2020,4,Family,398,3.6
3028,56,2018,10,Business,424,3.8
3029,71,2020,9,Couples,395,3.0
3030,685,2021,6,Solo,315,1.8
3031,670,2019,8,Couples,234,4.3
3032,64,2021,7,Friends,414,1.5
3033,166,2019,1,Solo,462,1.6
3034,61,2019,2,Friends,469,2.7
3035,635,2018,10,Business,387,3.0
3036,76,2023,8,Family,315,1.1
3037,126,2019,9,Family,499,2.1
3038,639,2019,3,Family,7,1.6
3039,241,2018,7,Business,279,1.0
3040,205,2018,3,Business,499,3.8
3041,651,2021,11,Couples,338,1.2
3042,316,2022,12,Family,87,3.5
3043,424,2019,6,Solo,375,1.2
3044,305,2018,4,Friends,497,3.6
3045,487,2019,11,Business,254,2.3
3046,99,2021,2,Friends,142,3.1
3047,813,2020,6,Solo,363,1.2
3048,462,2018,10,Family,134,4.4
3049,526,2020,6,Business,244,2.1
3050,550,2022,10,Business,158,1.9
3051,501,2020,11,Couples,432,3.0
3052,988,2023,9,Solo,274,3.0
3053,618,2019,4,Solo,123,4.2
3054,520,2023,11,Family,149,1.4
3055,543,2021,2,Business,434,4.5
3056,977,2023,12,Friends,454,2.7
3057,434,2023,8,Solo,321,2.0
3058,641,2019,12,Family,219,4.0
3059,848,2022,9,Solo,272,4.9
3060,184,2023,9,Couples,296,4.2
3061,997,2019,12,Solo,451,1.7
3062,408,2019,6,Solo,201,2.9
3063,557,2018,9,Family,209,2.0
3064,742,2022,4,Couples,274,4.6
3065,864,2023,4,Friends,365,4.2
3066,849,2022,3,Family,461,2.2
3067,649,2023,7,Solo,253,4.7
3068,17,2019,5,Friends,344,2.9
3069,559,2018,8,Solo,68,3.9
3070,789,2022,4,Solo,109,3.7
3071,636,2020,6,Couples,171,3.0
3072,320,2023,12,Couples,420,1.0
3073,370,2020,12,Solo,190,1.0
3074,199,2023,9,Business,68,1.8
3075,68,2020,3,Solo,9,2.4
3076,54,2019,12,Friends,58,1.0
3077,465,2023,9,Business,3,3.2
3078,124,2022,6,Business,161,3.1
3079,954,2021,11,Solo,399,1.7
3080,730,2019,10,Family,453,5.0
3081,295,2019,10,Couples,27,3.5
3082,910,2018,6,Friends,410,3.9
3083,781,2023,7,Business,328,4.0
3084,177,2023,12,Solo,500,4.5
3085,167,2018,9,Couples,162,4.9
3086,762,2019,5,Family,170,1.5
3087,755,2020,11,Solo,367,3.9
3088,946,2021,10,Friends,341,4.9
3089,949,2021,9,Solo,223,4.0
3090,876,2018,2,Couples,454,4.9
3091,226,2021,8,Business,377,3.5
3092,376,2019,1,Couples,4,3.7
3093,859,2021,2,Couples,29,2.7
3094,304,2018,4,Couples,431,2.1
3095,155,2022,11,Solo,133,4.5
3096,697,2021,2,Couples,292,2.1
3097,126,2021,8,Business,192,1.4
3098,613,2020,9,Friends,450,4.8
3099,599,2021,10,Family,244,1.6
3100,878,2022,1,Friends,255,3.4
3101,191,2023,1,Business,28,2.3
3102,733,2023,12,Solo,125,2.0
3103,338,2020,11,Family,12,4.4
3104,914,2021,11,Solo,121,4.5
3105,506,2021,2,Business,250,1.4
3106,866,2022,4,Friends,191,3.5
3107,40,2018,12,Business,310,4.6
3108,862,2018,12,Business,493,1.5
3109,208,2020,2,Solo,318,2.8
3110,925,2022,9,Solo,403,3.9
3111,685,2022,7,Solo,312,1.2
3112,844,2021,9,Couples,125,3.4
3113,583,2018,6,Family,476,2.9
3114,974,2023,6,Family,12,1.9
3115,563,2021,6,Family,394,3.0
3116,283,2023,10,Family,219,1.9
3117,873,2019,1,Family,465,2.0
3118,32,2021,10,Family,18,3.5
3119,57,2019,11,Family,369,1.4
3120,118,2021,4,Business,134,2.6
3121,489,2019,6,Solo,39,4.7
3122,598,2019,2,Business,79,3.1
3123,834,2019,5,Friends,242,3.9
3124,281,2018,8,Family,287,4.1
3125,320,2020,1,Business,260,2.0
3126,302,2022,2,Couples,255,4.9
3127,218,2022,1,Solo,163,4.8
3128,305,2022,8,Solo,70,1.6
3129,250,2021,5,Family,424,1.2
3130,834,2023,10,Family,286,2.0
3131,108,2023,6,Family,394,1.6
3132,97,2018,11,Friends,371,2.5
3133,36,2021,6,Solo,310,1.8
3134,399,2018,11,Business,290,4.8
3135,468,2019,7,Business,185,2.3
3136,536,2020,4,Couples,257,2.0
3137,82,2021,4,Friends,69,3.4
3138,675,2023,3,Couples,421,4.2
3139,237,2022,12,Friends,151,4.9
3140,540,2020,11,Family,470,4.1
3141,540,2020,6,Business,83,4.3
3142,20,2021,1,Business,37,4.4
3143,353,2021,11,Solo,195,1.6
3144,574,2023,9,Friends,85,2.3
3145,523,2018,5,Friends,420,5.0
3146,64,2020,12,Business,390,2.5
3147,876,2019,8,Family,293,3.4
3148,232,2020,8,Business,172,1.8
3149,121,2020,12,Family,286,1.4
3150,102,2019,12,Couples,330,1.1
3151,756,2019,11,Family,32,2.1
3152,100,2022,8,Couples,292,3.3
3153,671,2021,8,Couples,201,3.4
3154,830,2020,8,Family,213,2.0
3155,223,2019,10,Couples,343,2.1
3156,39,2020,12,Family,396,1.9
3157,474,2019,7,Friends,106,4.9
3158,390,2022,2,Solo,269,3.0
3159,119,2020,6,Solo,89,1.6
3160,12,2022,7,Solo,391,2.4
3161,569,2023,5,Solo,499,4.4
3162,274,2020,4,Couples,278,3.4
3163,143,2020,1,Couples,238,3.0
3164,422,2020,12,Solo,438,3.9
3165,82,2021,11,Business,124,2.6
3166,407,2020,10,Family,230,4.2
3167,211,2018,12,Family,354,2.3
3168,268,2022,5,Friends,362,2.8
3169,867,2020,9,Business,43,3.2
3170,898,2022,9,Business,393,4.5
3171,504,2023,5,Family,471,4.3
3172,10,2023,5,Solo,142,4.4
3173,303,2021,7,Friends,489,4.2
3174,392,2023,2,Friends,45,2.5
3175,498,2022,3,Friends,158,4.0
3176,74,2019,2,Solo,157,2.0
3177,673,2020,7,Couples,421,5.0
3178,611,2019,1,Business,363,4.4
3179,447,2022,3,Solo,484,1.9
3180,122,2023,5,Friends,468,3.2
3181,635,2022,4,Family,58,4.1
3182,610,2023,6,Friends,372,3.5
3183,986,2022,9,Solo,196,2.4
3184,507,2023,4,Solo,215,1.1
3185,36,2019,5,Friends,140,2.3
3186,204,2021,3,Family,396,1.8
3187,191,2018,5,Family,185,3.0
3188,355,2019,8,Family,192,3.4
3189,260,2019,8,Couples,58,1.8
3190,68,2023,10,Friends,292,3.7
3191,434,2019,11,Friends,458,1.1
3192,66,2020,10,Solo,134,1.6
3193,149,2023,9,Couples,52,3.9
3194,423,2021,4,Business,197,4.0
3195,802,2023,4,Couples,494,2.1
3196,446,2019,8,Friends,409,2.2
3197,622,2023,12,Family,417,2.7
3198,96,2019,10,Family,398,3.7
3199,531,2023,5,Couples,176,3.9
3200,208,2022,1,Friends,482,3.6
3201,494,2021,7,Solo,494,3.4
3202,651,2018,8,Business,354,4.2
3203,455,2023,6,Family,452,1.9
3204,434,2021,12,Business,186,2.2
3205,55,2020,3,Friends,106,1.7
3206,756,2018,8,Family,104,1.8
3207,857,2019,6,Friends,83,1.9
3208,67,2018,3,Solo,15,3.4
3209,325,2021,3,Couples,29,3.7
3210,743,2018,9,Couples,34,2.7
3211,160,2022,8,Business,259,3.7
3212,437,2022,1,Solo,275,3.9
3213,604,2020,4,Business,270,2.3
3214,259,2021,8,Solo,28,2.2
3215,283,2018,9,Couples,50,2.3
3216,229,2023,6,Friends,349,2.6
3217,400,2021,1,Business,362,1.5
3218,627,2020,11,Family,481,2.6
3219,865,2020,12,Business,427,3.0
3220,10,2022,11,Solo,496,3.3
3221,623,2022,12,Solo,190,3.8
3222,896,2022,12,Couples,206,4.8
3223,177,2018,7,Couples,446,4.6
3224,743,2023,8,Couples,313,3.1
3225,621,2021,10,Couples,104,3.5
3226,305,2023,9,Solo,266,2.7
3227,819,2020,6,Couples,230,3.3
3228,114,2018,11,Friends,440,4.1
3229,90,2020,5,Business,71,4.2
3230,182,2019,12,Business,67,4.9
3231,985,2023,8,Family,333,1.1
3232,861,2018,3,Friends,424,4.4
3233,64,2020,6,Solo,467,3.0
3234,44,2019,10,Couples,253,4.9
3235,854,2023,4,Friends,113,3.0
3236,516,2020,3,Friends,298,4.7
3237,851,2023,3,Couples,246,3.7
3238,224,2018,3,Business,269,3.3
3239,241,2019,7,Friends,227,1.6
3240,11,2018,8,Couples,192,2.7
3241,324,2023,8,Business,77,2.6
3242,148,2018,6,Solo,481,1.4
3243,839,2020,6,Family,257,3.5
3244,783,2022,1,Solo,198,4.0
3245,971,2019,4,Couples,188,2.0
3246,402,2023,7,Solo,375,3.1
3247,703,2023,7,Friends,478,4.8
3248,933,2022,10,Couples,180,2.8
3249,389,2019,2,Family,181,4.0
3250,629,2020,10,Solo,432,1.3
3251,750,2019,6,Business,81,4.9
3252,18,2020,3,Couples,132,4.3
3253,769,2020,3,Business,74,2.0
3254,663,2022,3,Friends,379,3.9
3255,183,2019,9,Solo,422,2.2
3256,880,2022,9,Solo,205,3.0
3257,446,2020,9,Couples,284,2.3
3258,317,2023,8,Couples,120,1.7
3259,151,2021,11,Solo,255,1.1
3260,588,2021,11,Friends,97,4.7
3261,922,2023,3,Family,127,2.4
3262,758,2020,8,Business,365,2.5
3263,295,2022,6,Business,294,2.6
3264,775,2022,1,Family,251,3.7
3265,686,2019,1,Business,215,2.9
3266,470,2019,11,Business,138,4.8
3267,862,2022,1,Business,24,2.8
3268,494,2019,6,Friends,286,4.7
3269,989,2023,12,Couples,428,3.0
3270,491,2018,5,Business,452,1.3
3271,805,2022,6,Solo,193,3.2
3272,113,2023,2,Friends,36,3.4
3273,923,2023,11,Friends,253,2.7
3274,805,2018,9,Family,29,2.2
3275,283,2020,2,Friends,196,3.2
3276,565,2023,10,Friends,17,4.5
3277,748,2020,4,Friends,216,4.9
3278,646,2019,5,Friends,355,2.2
3279,191,2019,2,Business,163,3.6
3280,348,2020,7,Friends,268,3.5
3281,719,2022,4,Business,314,2.6
3282,584,2021,10,Family,429,2.8
3283,960,2022,5,Family,162,1.5
3284,354,2021,10,Family,197,3.9
3285,399,2021,9,Family,169,2.7
3286,719,2021,5,Business,178,1.6
3287,392,2019,3,Couples,32,3.0
3288,167,2018,4,Couples,179,5.0
3289,299,2019,7,Couples,277,4.8
3290,243,2022,9,Solo,282,4.6
3291,780,2023,8,Solo,201,4.7
3292,132,2018,10,Family,378,3.5
3293,96,2019,8,Solo,50,1.1
3294,799,2023,2,Friends,279,1.2
3295,120,2021,11,Solo,10,3.6
3296,7,2020,12,Business,357,4.1
3297,906,2018,1,Couples,80,2.7
3298,898,2023,1,Couples,184,2.3
3299,851,2019,5,Friends,288,3.0
3300,237,2020,5,Friends,216,1.6
3301,617,2019,8,Couples,72,2.0
3302,320,2020,3,Solo,24,4.0
3303,423,2020,2,Business,224,2.9
3304,770,2020,12,Family,329,4.5
3305,118,2018,9,Couples,306,4.2
3306,507,2023,8,Friends,210,2.8
3307,957,2020,2,Business,346,3.4
3308,916,2018,7,Couples,323,1.9
3309,517,2018,6,Family,254,1.5
3310,42,2022,9,Couples,154,2.0
3311,742,2021,8,Solo,419,4.9
3312,358,2018,1,Business,108,4.9
3313,919,2020,11,Business,456,4.8
3314,398,2021,5,Couples,456,4.5
3315,251,2018,11,Solo,264,2.7
3316,920,2021,12,Solo,231,1.8
3317,879,2023,9,Family,151,4.9
3318,530,2021,11,Couples,418,3.1
3319,127,2022,10,Couples,209,1.0
3320,594,2020,1,Friends,24,1.9
3321,837,2023,4,Solo,468,3.4
3322,648,2023,12,Business,256,1.1
3323,153,2018,2,Friends,254,1.5
3324,207,2021,12,Family,119,3.2
3325,720,2021,10,Family,86,5.0
3326,566,2022,3,Friends,316,1.8
3327,96,2022,2,Family,129,4.0
3328,57,2022,11,Friends,304,4.8
3329,688,2019,6,Family,214,4.6
3330,608,2018,9,Couples,477,3.4
3331,641,2021,5,Business,226,4.9
3332,459,2019,8,Family,210,2.7
3333,703,2021,2,Couples,156,1.8
3334,60,2023,10,Business,301,4.8
3335,773,2018,3,Couples,451,2.0
3336,889,2023,4,Couples,274,4.3
3337,300,2022,12,Friends,87,4.5
3338,143,2023,10,Friends,451,4.3
3339,860,2020,7,Friends,7,4.4
3340,377,2023,8,Business,433,3.5
3341,981,2021,2,Business,393,2.8
3342,873,2020,2,Solo,431,3.2
3343,716,2018,8,Couples,372,4.6
3344,822,2018,12,Family,83,4.8
3345,11,2018,2,Family,90,3.2
3346,296,2022,2,Couples,160,4.4
3347,933,2018,5,Solo,11,4.6
3348,756,2018,8,Friends,370,4.1
3349,150,2020,8,Friends,58,1.2
3350,401,2018,3,Solo,47,2.5
3351,486,2018,6,Family,142,1.1
3352,833,2021,4,Business,197,4.3
3353,718,2019,11,Business,148,1.9
3354,503,2021,2,Family,37,4.9
3355,223,2018,3,Friends,371,1.6
3356,394,2020,12,Family,74,1.5
3357,967,2022,9,Solo,229,1.3
3358,609,2022,4,Family,353,1.9
3359,497,2021,5,Couples,111,3.6
3360,154,2018,5,Solo,28,3.6
3361,810,2021,6,Family,54,1.2
3362,979,2023,9,Couples,159,1.8
3363,918,2018,5,Business,324,4.9
3364,422,2021,8,Business,341,4.1
3365,452,2022,7,Family,484,1.5
3366,118,2019,5,Friends,52,4.1
3367,670,2023,6,Couples,117,2.2
3368,955,2022,6,Friends,199,3.3
3369,658,2018,3,Business,66,4.4
3370,580,2019,10,Couples,285,3.0
3371,127,2019,11,Family,313,1.0
3372,16,2023,2,Couples,450,3.4
3373,868,2020,7,Friends,328,4.7
3374,471,2019,9,Friends,13,5.0
3375,120,2021,7,Couples,243,3.7
3376,382,2019,5,Business,10,2.1
3377,400,2020,12,Solo,67,2.5
3378,75,2022,3,Friends,28,1.9
3379,505,2019,9,Solo,391,2.8
3380,327,2023,4,Business,58,3.2
3381,885,2022,12,Business,239,1.8
3382,310,2021,6,Friends,424,1.4
3383,965,2020,8,Solo,177,3.6
3384,147,2021,4,Business,452,2.5
3385,924,2022,5,Couples,72,4.2
3386,726,2019,3,Friends,51,4.2
3387,370,2021,3,Family,23,3.5
3388,235,2023,10,Family,110,1.5
3389,59,2022,8,Friends,18,1.5
3390,354,2019,2,Business,22,3.3
3391,447,2023,4,Friends,176,4.1
3392,643,2020,12,Couples,436,1.9
3393,117,2022,11,Couples,456,1.3
3394,302,2023,9,Couples,128,2.5
3395,416,2018,7,Solo,259,3.4
3396,355,2020,8,Business,199,3.5
3397,861,2020,12,Family,173,1.1
3398,67,2019,3,Couples,430,1.9
3399,270,2023,11,Solo,231,3.7
3400,175,2021,9,Family,152,3.1
3401,558,2023,4,Couples,113,4.1
3402,432,2023,6,Business,500,2.4
3403,332,2020,9,Friends,134,1.8
3404,134,2020,7,Business,283,1.3
3405,259,2020,4,Family,335,4.8
3406,956,2018,3,Couples,385,4.6
3407,479,2018,5,Solo,322,1.7
3408,811,2021,4,Couples,237,2.7
3409,856,2023,4,Couples,138,4.3
3410,694,2020,11,Business,355,1.2
3411,156,2019,1,Friends,331,1.8
3412,463,2022,1,Family,218,2.5
3413,140,2018,6,Business,316,3.5
3414,65,2022,2,Couples,30,1.4
3415,117,2020,6,Friends,455,1.0
3416,852,2022,6,Solo,290,2.7
3417,908,2023,6,Family,250,2.1
3418,422,2021,1,Friends,86,4.5
3419,955,2018,2,Business,34,4.0
3420,38,2023,5,Couples,184,2.8
3421,935,2022,7,Couples,392,3.6
3422,97,2022,8,Couples,136,3.7
3423,284,2019,10,Friends,67,2.8
3424,425,2021,6,Solo,67,4.8
3425,781,2023,6,Couples,437,2.5
3426,266,2020,11,Couples,23,2.9
3427,681,2022,2,Family,374,1.3
3428,581,2021,8,Solo,72,4.6
3429,172,2022,4,Family,348,1.6
3430,917,2023,10,Solo,23,2.6
3431,396,2022,6,Friends,339,2.6
3432,118,2020,11,Couples,187,2.3
3433,932,2023,8,Solo,268,4.9
3434,39,2020,5,Friends,468,1.8
3435,224,2020,8,Solo,30,2.9
3436,5,2019,4,Solo,66,2.3
3437,419,2018,3,Couples,433,4.8
3438,727,2022,7,Family,233,2.2
3439,243,2020,12,Solo,419,1.3
3440,968,2023,2,Business,52,2.8
3441,466,2022,6,Solo,431,2.8
3442,854,2022,9,Solo,114,1.7
3443,736,2020,10,Couples,168,4.0
3444,75,2023,11,Business,330,4.5
3445,475,2022,8,Solo,50,1.3
3446,401,2023,6,Business,308,4.4
3447,790,2019,12,Business,151,2.6
3448,419,2019,11,Solo,142,2.5
3449,138,2019,4,Business,375,1.5
3450,797,2022,10,Business,462,3.1
3451,531,2021,2,Business,125,3.1
3452,109,2018,2,Family,4,3.8
